name;presentation;année de création;Chiffre d’affaires;Collaborateurs;siége;Activité;website;twitter;facebook;linkedin;skills
Osiris Cloud;Osiris Cloud est un cabinet de conseil informatique spécialisé en cloud, DevOps, FinOps et Sécurité. Nous aidons nos clients à tirer le meilleur parti du Cloud. Du conseil à la réalisation nos experts vous accompagnent à mieux cerner et implémenter les pratiques DevOps. Nous mettons à votre disposition les compétences pointues de nos collaborateurs afin que vous puissiez combiner agilité, cloud et DevOps.;;;< 20;Rueil-Malmaison, Île-de-France;ESN;https://www.osiriscloud.com;;;;Ansible, Architecture, Audit, Azure, Cloud, DevOps, Git, Infrastructure, Kubernetes, Linux, Programmation, Scrum, Terraform, Virtualisation, Microsoft Windows, AWS Cloud, AWS
Be Resilient Group (BRG);"Be Resilient Group (BRG) est le spécialiste français du conseil en système de management de la continuité d’activité (SMCA).

Fort d'une expérience d'une vingtaine d'années en PCA via notre pôle Adenium, nous nous sommes structuré en groupe (Be Resilient Group) depuis 2ans. Aujourd'hui, sommes leader dans la certification ISO 22301 dont nous coanimons le club (le Club 22301) et avons accompagné SOITEC, la première société française certifiée ISO 22301 dans sa démarche de certification.
 
Environ la moitié des organisations certifiées ISO 22301 en France, ont bénéficié d'un accompagnement à la certification fourni par BRG. Nous proposons du conseil, de l’audit, du management des risques, de la gestion des crises, de la cyber résilience, des formations certifiantes (ISO 22301, ISO 2700X.…) et avons obtenu la certification QUALIOPI.
 
Nos références sont présentes dans tous les secteurs et toutes les tailles d’organisations. Nous sommes un réseau de spécialistes certifiés, tous animés par l’envie d’apporter notre savoir-faire de pointe en continuité d'activité et en cybersécurité aux clients.
Nous travaillons avec agilité, dans la plus grande convivialité, pour satisfaire les nombreux clients qui nous font confiance.

Rejoignez des pionniers en continuité d’activité et des experts regroupés au sein d’une communauté engagée, dynamique et passionnée.";2002;2 000 000;20 - 99;Paris, France;Cabinet de conseil;https://www.beresilientgroup.com;;;https://www.linkedin.com/search/results/all/?keywo;Architecture, Cybersécurité, Firewall
AUSY;"Choisir AUSY, c’est rejoindre une entreprise de plus de 7 000 personnes, réparties sur 50 implantations en France et à l’international qui s’est imposé sur des secteurs variés comme la défense, l’aéronautique, les transports maritimes et navals, les télécoms et médias, le tertiaire, ou encore l’énergie pour proposer des missions longues chez des grands comptes incontournables, pour des start-up et sur nos plateaux forfaits.

Nominé au Prix de l’Audace Créatrice, les activités AUSY s’appuient sur des référencements comme Amadeus, Air France, Orange, Airbus, IT-CE, La Poste, Crédit Agricole, DCNS, etc…

Vous souhaitez intégrer un groupe innovant qui vous responsabilise rapidement et vous accompagne à chaque étape de votre réussite ?

Rejoignez-nous !";1989;;> 1 000;Deux-Sèvres, France;ESN;https://www.ausy.fr/fr/;;;https://www.linkedin.com/company/ausy/;AngularJS, MOE, Recette, Test, Business Analyst, Kotlin, JAVA/J2EE, Drupal, Programmation, cobol, JEE, J2EE, Tests, iOS, reseau, MOA, Scrum, Reseaux, Selenium, Spring, Firewall, Gestion de projets, cisco, Angular, Spring boot, DevOps, C++, JAVA, GIT, Php, C/C++, Angular.js, J2EE / Java EE, Springboot
Digipop Conseil;"Cabinet de conseil et de recrutement 4.0
Digipop Conseil?
C'est l'agilité, la modernité, des projets et des postes dans un contexte de transformation digitale.
Et surtout ?
De la bonne humeur, de l'expertise, de la réactivité, de la qualité, de la bienveillance et un réel accompagnement.

Vous souhaitez aussi devenir un POP member ?
Contactez-moi pour me faire part de vos envies de changement, je vous aiderai à booster votre carrière.

Digipop Conseil, ce sont de belles opportunités de poste, mais aussi du coaching préparatoire aux entretiens d'embauche afin de décrocher LE job de vos rêves!

A vos claviers ;)";2022;;< 20;Puteaux, Île-de-France;Cabinet de recrutement / placement;https://app.layan.eu/career/site/digipop-conseil;;;https://www.linkedin.com/company/digipop-conseil;Active Directory, Android, Angular, API, API REST, Architecture, Base de données, Big Data, Business Analyst, Conduite du changement, Data science, DevOps, Digital, Direction de projet, Hadoop, Informatique, Infrastructure, iOS, Linux, Marketing, MOA, MOE, PHP, PL/SQL, PMO, PostgreSQL, Python, React, Scrum master, SEO, Support, Symfony, Virtualisation, VMware, Web, Pilotage, Gestion de projet, Microsoft Windows, team spirit, gestion de projets
Phianiss;"Créé en 2014, Phianiss est un cabinet de conseil spécialisé dans la gestion et la gouvernance des données dans les entreprises. Notre principale mission est d'accompagner nos clients à mettre en place les organisations, les processus et les technologies pour connaître, maîtriser et valoriser leurs données.
Le cabinet Phianiss veille à la qualité de son conseil et considère que le développement des compétences de ses collaborateurs est un atout majeur pour atteindre les objectifs. Un plan de carrière basé sur les aspirations professionnelles de chaque collaborateur est établi pour chaque consultant. Le mérite et l'équité sont des valeurs importantes chez Phianiss, la reconnaissance des efforts de ses consultants est au cœur de la stratégie du cabinet.";2014;500000;< 20;Paris, France;Cabinet de conseil;https://www.phianiss.com;https://twitter.com/phianiss_esn;https://www.facebook.com/phianiss.datamanagement;https://www.linkedin.com/company/9466332;Architecture, Audit, BI, Big Data, Business Analyst, Business Intelligence, Conception, Conduite du changement, CoreData, Data mining, Deep Learning, Design, Design system, Informatica, MOA, MOE, Python, Reporting, Talend, Management, Pilotage, Gestion de projet, Pl/sql, Visualisation, Microsoft Power BI, Salesforce Sales Cloud, R (langage), gestion de projets, r, data, Power BI
SAS FRANCOIS BRANCHET;"Branchet est le seul acteur du marché de l'assurance dont l’activité est exclusivement dédiée aux médecins.
Nous assurons près de 7 000 praticiens à travers une offre complète de couvertures d’assurance : responsabilité civile professionnelle, prévoyance, retraite, garantie emprunteur, risques cyber, assistance 24/7...
Courtier spécialisé, nous avons rejoint, depuis juillet 2011 le Groupe Verspieren, 1er courtier indépendant français à capital familial. Ce grand cabinet de courtage, connu et reconnu, est très fortement implanté dans le monde médical et souhaite continuer de s’y développer.

Nos valeurs : 
- Engagement : chaque client Branchet bénéficie d’un suivi personnalisé. Nous nous attachons à fournir à chaque médecin la couverture la plus appropriée à son exercice et nous le conseillons dans son unique intérêt.
- Humanité : Branchet est une structure à taille humaine, hyper spécialisée et au fait de vos problèmes. Vous aurez toujours une écoute attentive, quel que soit le sujet.
- Ecoute : les pratiques changent, Branchet innove en permanence pour que la couverture de ses clients corresponde à ces évolutions (assistance psychologique, cyber risque, plateforme de solutions digitales e-santé…)";;60 millions €;20 - 99;Meylan, Auvergne-Rhône-Alpes;DSI / Client final;https://www.branchet.fr/;;;;API, Talend, PL SQL, Oracle, Linux, PHP, SQL, Python, Git, java, PL/SQL
ATOS;"Atos est un leader international de la transformation digitale avec 105 000 collaborateurs et un chiffre d’affaires annuel de 11 milliards d’euros.
Numéro un européen du cloud, de la cybersécurité et des supercalculateurs, le Groupe fournit des solutions intégrées pour tous les
secteurs, dans 71 pays.
Pionnier des services et produits de décarbonation, Atos s’engage à fournir des solutions numériques sécurisées et décarbonées à ses clients. 
La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le Groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence  scientifique et technologique.
Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel.";;11 milliards;> 1 000;Nantes, Pays de la Loire;ESN;https://atos.net/fr/;;;;AngularJS, Azure, COBOL, DevOps, Digital, Direction de projet, Drupal, HTML5, Joomla, JUnit, MOA, MOE, Spring, Test, Tests, Vue.js, Pilotage, Ui design, Kubernetes, BI, NodeJS, AWS, HTML, vueJS, Design, Communication, web, js, Jira, spring boot, Ansible, PMO, Angular, SCRUM, HTML/CSS, Git, java, Node.JS, Angular.js, J2EE / Java EE, J2ee, Springboot, AWS Cloud, gestion de projet
Move Solutions;"Move Solutions est une ESN spécialisée dans l’évolutions des Systèmes d’Informations qui propose une approche outillée « Tool-Centric » des projets qu’elle réalise en s’appuyant sur des outils logiciels d’analyse, de transformation et de qualification de Systèmes d’Information et de Données, développés par son équipe de R&D.

La vision et le business model de Move Solutions reposent sur le constat qu’il est plus rapide, plus économique et plus fiable de réaliser des projets avec des automates que de les réaliser à la main.

Dans le cadre de projets de modernisation de Système d’Informatique, consistant à la conversion des programmes et à la migration des données vers un nouveau système d’information. 
Les collaborateurs réalisent, en équipe, des tâches d'étude, d'analyses, de spécifications, de développement, de correction et de recette.
Nos clients sont de grands groupe du secteur bancaire, assurance, mutuelle ou publique.";2015;> 10 M€;20 - 99;Lyon, Auvergne-Rhône-Alpes;Start-up;https://movesol.com;;;;
RTV Consulting;"Spécialiste du Product Management, CRM, Marketing Automation et Business Intelligence, nous accompagnons depuis 2008 les projets de déploiement de plateformes: 
- web
- forces de ventes
- stratégie marketing
- service client

Si votre rêve est d'être AGILE et PERFORMANT, réalisons-le ensemble.";2008;;< 20;Villiers-sur-Morin, Île-de-France;Cabinet de conseil;https://www.rtvconseil.com/;;;;
Focus On Security;"Spécialistes du recrutement de professionnels de la cybersécurité, du cloud et de l'infra en France et en Europe.
Le réseau de Focus on Security est construit par des experts polyglottes pour apporter aux clients des solutions inégalées dans le marché .

Fondé sur une base solide de travail acharné, de connaissances sectorielles et conjoncturelles et de résultats avec une réelle approche humaine et enrichissante.";2016;;20 - 99;Paris, France;Cabinet de recrutement / placement;https://focus-on-security.org/;https://twitter.com/Focus_Cloud_;https://www.facebook.com/FocusCloud0/;https://www.linkedin.com/company/focus-on-security;
